4.95 	19.74 	19.74
5.21 	19.68 	18.52
5.47 	19.33 	18.28
5.72 	17.54 	17.13
5.98 	17.25 	16.72
6.24 	17.77 	16.84
6.50 	16.61 	16.89
6.75 	16.78 	16.61
7.01 	16.78 	16.78
7.27 	16.20 	16.55
7.52 	15.80 	15.85
7.78 	15.91 	15.45
8.04 	15.80 	15.27
8.30 	15.57 	14.64
8.55 	15.63 	14.93
8.81 	15.28 	14.99
9.07 	15.05 	15.22
9.32 	14.99 	14.41
9.58 	14.99 	14.52
9.84 	14.82 	14.81
10.10 	14.76 	14.35
10.35 	14.82 	14.18
10.61 	14.18 	14.76
10.87 	14.12 	14.06
11.13 	14.52 	14.81
11.38 	14.00 	14.47
11.64 	13.89 	14.64
11.90 	13.88 	14.93
12.15 	13.60 	14.52
12.41 	13.48 	14.58
12.67 	13.54 	14.58
12.93 	13.83 	14.64
13.18 	13.65 	14.18
13.44 	13.65 	14.64
13.70 	13.83 	14.87
13.95 	13.77 	14.64
14.21 	13.36 	14.70
14.47 	13.42 	14.58
14.73 	12.90 	14.30
14.98 	13.08 	14.12
15.24 	13.19 	14.58
15.50 	12.73 	14.41
15.76 	12.73 	14.12
16.01 	12.96 	14.18
16.27 	12.96 	14.00
16.53 	13.14 	14.29
16.78 	13.08 	13.71
17.04 	12.55 	14.35
17.30 	12.73 	13.60
17.56 	12.61 	14.18
17.81 	12.61 	13.65
18.07 	12.84 	13.54
18.33 	12.84 	13.25
18.59 	12.61 	13.42
18.84 	12.15 	12.90
19.10 	12.26 	12.96
19.36 	12.55 	12.67
19.61 	12.50 	12.73
19.87 	12.44 	12.67
